# Compound_CID,SMILES
56841981,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O.CC(=O)[O-].O
9979762,CC(C)C[C@H](C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC(=O)C3=CC=CO3
10053104,C1CNC(=O)C1O/N=C(/C2=CN=C(S2)N)\C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)C[N+]5=CC=CC=C5)C(=O)[O-]
6410757,CC(CO)O.C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4
76972732,[H+].C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)NC(=O)C4=C(NC=N4)C(=O)[O-])C(=O)[O-])C[N+]5=CC=C(C=C5)CCS(=O)(=O)[O-].[Na+]
9690120,CO/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].Cl
135804001,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=[NH+]2)N.C(CCN)C[C@@H](C(=O)O)N
3038477,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C)(C)OC3=CC=CC=C3)C(=O)O)C
216265,CC(C)C(=O)OCC1=CC(=CC=C1)OC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)CC4=CC=CC=C4)(C)C
3058737,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)CC4=CC=C(C=C4)C5=NCCCN5)C(=O)O)C
10001337,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)[C@H](NC3(C)C)C4=CC=C(C=C4)O)C(=O)O)C
10318432,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C34CC5CC(C3)CC(C5)(C4)N)C(=O)O)C
23724984,CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)CNCCNC[C@@]4(CCC[C@]5([C@H]4CCC6=C5C=CC(=C6)C(C)C)C)C)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
3047855,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)NC4=CN=C(NC4=O)NC5=CC=C(C=C5)S(=O)(=O)N)C(=O)O)C
118379834,C1CC1(C(=O)O)O/N=C(/C2=CSC(=N2)N)\C(=O)N[C@H]3[C@H](N(C3=O)S(=O)(=O)O)CN4CCOC4=O
11204019,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N.C(CCN)C[C@@H](C(=O)O)N
172994,CC[C@@H](C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC3=CC=CC=C3
23663957,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)C4=CNC5=C(C4=O)N=CC=C5)C(=O)[O-])C.[Na+]
23725047,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CSC3=CC=CC=C3)C(=O)[O-])C.[K+]
70687278,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)[O-])C.[K+]
23642298,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@@H](C)O)S[C@H]3CC[S@@](=O)C3
23672568,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)[O-].[Na+]
71365,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CSCC=C)C(=O)O)C
71845,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1C(NCC(N1)C2=CC=CC=C2)C3=CC=CC=C3
71978,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)C4=CC=C(NC4=O)C5=CC=C(C=C5)S(=O)(=O)N(CCO)CCO)C(=O)O)C
6443795,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CS/C=C\C#N)SC2)C(=O)O
76966299,[H+].CC(C)(C(=O)[O-])O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].Cl.Cl
68683,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)C(C)(C)OC4=CC=C(C=C4)Cl)C(=O)O)C
21124775,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O.O
167441,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
193956,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CS3)C(=O)O)CSC4=NC=NN4
193953,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC(=C(C=C3)O)Cl)N)SC1)C(=O)O
